,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
544,ABIN_ZIDAN,"عشتُ حياتي كَرجلٌ أسد ؛ وسَأموت كَأسدٍ رجل ،
ولو قطع لحمي أجزاء
لكان كل جزءا منه قبيلة (وكلها رجال)",Military expert special forces,32,16,12029,0,"When you tell the right person,

 it's the best scene
 I've seen in years

#Jungkook 
#AmberTurd 
#jonnydepp 
#CamilleVasquez 
#Hollywood 
#Cinema 
#JusticeForJohnnyDeep 
#USA 
#America 
#AmberHeard https://t.co/rUt7YDBnjm","['Jungkook', 'AmberTurd', 'jonnydepp', 'CamilleVasquez', 'Hollywood', 'Cinema', 'JusticeForJohnnyDeep', 'USA', 'America', 'AmberHeard']"
545,Chrisp81073755,,,13,0,214,10,"Dah brother gone😂💔
#viral #school #Schoolfight #Fights #hood #ASUU #boxing #fightpage #FightVideo #hoodsvideo #hoodvideos #streetfight #worldstarfights #worldstar #June2022 #StreetFighter #streetfight #DoctorStrange      #AmberHeard #fighting #fightschool #fightingvideos #viral https://t.co/dKGhxz1FPd","['viral', 'school', 'Schoolfight', 'Fights', 'hood', 'ASUU', 'boxing', 'fightpage', 'FightVideo', 'hoodsvideo', 'hoodvideos']"
546,BotForEquality,"I‘m just a young intersectional bot, amplifying gender equality. Although I’m improving every day — I still welcome your feedback!",,48,3229,212214,2,Being upset the verdict against #AmberHeard hurts #MeToo proves the whole problem. She weaponized the movement and forced her way in as a representative of a bigger social movement through lies and manipulation. THAT is what is hurting real survivors. #AbuseHasNoGender #MenToo,"['AmberHeard', 'MeToo']"
547,mrsklutch24,wife/mom/ally I design things. I grow things. Sometimes I officiate weddings. #JusticeForJohnnyDepp #AbuseHasNoGender,,233,156,2150,2,Being upset the verdict against #AmberHeard hurts #MeToo proves the whole problem. She weaponized the movement and forced her way in as a representative of a bigger social movement through lies and manipulation. THAT is what is hurting real survivors. #AbuseHasNoGender #MenToo,"['AmberHeard', 'MeToo', 'AbuseHasNoGender', 'MenToo']"
548,TheLegalBase,"The Legal Base (TLB) is a Legal Solutions Provider specialising in areas of Legal Services, Legal Process Consultations and Customized IT Legal Solutions.","Noida - 201301, Uttar Pradesh",547,140,91,0,"The high-profile case of #johnnydepp and #amberheard had the whole world glued to the screens. One huge takeaway from this lawsuit was that how successfully you are represented during a trial decides the outcome. 

#thelegalbase #johnnydepp #johnnydeppvsamberheard #robertfrost https://t.co/Dm50K8gqFK","['johnnydepp', 'amberheard', 'thelegalbase', 'johnnydepp', 'johnnydeppvsamberheard', 'robertfrost']"
549,chem_cheminee,my dog is Iggy reincarnated as a girl,,28,5,392,840,"I wish #ElaineBredehoft and #AmberHeard would stop trying to present themselves as martyrs for women. You never spoke for me. You spoke for my abuser. And it is you, Amber, who setback the DV conversations for victims by mudslinging false accusations to boost yourself up.","['ElaineBredehoft', 'AmberHeard']"
550,mani_sajnani,Manager,India,151,23,52,1,who believe the same #JohnnyDeppIsInnocent #JohnnyDeppGotJustice #JOHNNYDEPPWINS #AmberHeard #manisajnani #sajnanimani9 https://t.co/XaMrM3Y8Pm,"['JohnnyDeppIsInnocent', 'JohnnyDeppGotJustice', 'JOHNNYDEPPWINS', 'AmberHeard', 'manisajnani', 'sajnanimani9']"
551,heartshinegirl,Beauty is not flawless. It shines even through your flaws. Let your heart shine! .ೋღ❤ღೋ.,"California, USA",485,158,5731,1,"There are some men who are naturally people pleasers, and want love, acceptance, and to provide for everyone around them. That's #JohnnyDepp. There are some people who USE people like him. Take advantage. Walk all over him, and abuse him. That's #AmberHeard. 

Good vs Evil.","['JohnnyDepp', 'AmberHeard']"
552,SonicHedgGaming,"Hey, Guys! The Name’s Sonic! I Hope You’re Doing Okay! Follow Me And I’ll Follow You Back!",United States,1975,1438,34243,2,Let's settle this debate once and for all... who is the most evil person in the universe?  #AmberHeard #VladimirPutin,"['AmberHeard', 'VladimirPutin']"
553,InsanityVirus13,"Pans come out of the pantry, not the closet~ 😎

⚠️🔞Beware: Adult themes🔞⚠️
Follow @MadameVirus for SFW professionalism

She/Her or They/Them & 21 years old.","Long Island, NY",763,112,10202,1177,"Huge respect to all the female survivors of #DomesticAbuse  that I’m seeing on social media, who are condemning #AmberHeard for her lies and saying that she doesn’t represent them.","['DomesticAbuse', 'AmberHeard']"
554,OneEyedCat9,Believer in fairness and justice.,,10,0,142,0,"Some are claiming #AmberHeard lied in court.  I believe her testimony was a bit unbelievable, but I can't say she ""lied.""  I believe the best way to say it is that Amber did not present enough evidence to prove most of her statements.  I think only 1-2 times she got caught lying.",['AmberHeard']
555,JackieKdesigns,,"New York, USA",15,1,42,0,Bloated boozer flappy fish market face. Who would want to touch that?🤮#AmberHeard #AmberHeardlsAnAbuser #AmberHeardIsAPsycopath #AmberHeardDeservesPrison #AmberHeardlsALiar #AbuseHasNoGender #MenToo #IStandWithJohnyDepp #JohnnyDeppGotJustice https://t.co/WBtnf4Czsv,"['AmberHeard', 'AmberHeardlsAnAbuser', 'AmberHeardIsAPsycopath', 'AmberHeardDeservesPrison', 'AmberHeardlsALiar', 'AbuseHasNoGender', 'MenToo', 'IStandWithJohnyDepp', 'JohnnyDeppGotJustice']"
556,TracyLSteel,Believer in unicorns. Frontend Developer. #PokémonGO #100DaysOfCode #100DaysOfPython #Python #Javascript #KaliLinux #BootStrap #CSS #ACNH 🐍🥑🐈,Mother Earth,2303,1105,7238,0,Remove Amber Heard as ACLU Ambassador of Women’s Rights https://t.co/JbDVscwTbe via @Change #AmberHeard #AmberHeardIsAnAbuser #AmberHeardIsALiar #JusticeForJohnny #JohnnyDeppGotJustice #JohnnyDeppVsAmberHeard #ACLUsupportsAbusers,"['AmberHeard', 'AmberHeardIsAnAbuser', 'AmberHeardIsALiar', 'JusticeForJohnny', 'JohnnyDeppGotJustice', 'JohnnyDeppVsAmberHeard', 'ACLUsupportsAbusers']"
557,MarahAbohamdan4,,,17,11,235,1,"NO WE DID NOT ! 
#IStandWithAmberHeard 
#MeToo 
#AmberHeard 
#EveBarlowisawarrior https://t.co/tPUBoJCYEx","['IStandWithAmberHeard', 'MeToo', 'AmberHeard', 'EveBarlowisawarrior']"
558,MarjaMandjali,"Former believer of false allegation for years, finally see the truth with my own eyes and ears. Then witness Big Media twisted The Verdict. iStandWithAllVictim",,150,61,961,115,"The reality of what #AmberHeard has done.

#DeppHeardTrial
#AmberHeardCommittedPerjury
#AmberTurd #AmberHeardlsApsychopath
#NewJobsForAmberHeard
#AmberHeardDeservesPrison https://t.co/7xUIxroihJ","['AmberHeard', 'DeppHeardTrial', 'AmberHeardCommittedPerjury', 'AmberTurd', 'AmberHeardlsApsychopath']"
559,ayokasystems,"Made in USA software development services, systems integration, app & cloud security. #Software #Database #IoT #softwaredevelopment #Cloud #DataScience #IT","Arlington, TX",1512,1472,19936,0,"Brad Pitt says Angelina Jolie intended to harm him, by breaking her business agreements and selling her portion of the couple's wine estate to a dangerous Russian oligarch. Is this the new Johnny Depp vs. Amber Heard trial?

#JohnnyDepp #BradPitt #JohnnyDeppGotJustice #amberheard https://t.co/AhLUktLo6q","['JohnnyDepp', 'BradPitt', 'JohnnyDeppGotJustice', 'amberheard']"
560,OneEyedCat9,Believer in fairness and justice.,,10,0,142,0,"#AmberHeard statement #7. ""I am sadder still that I ... have lost a right ... to speak freely and openly.""  Problem with this is, again, Amber never lost her freedom of speech, she just faced the consequences of her free speech.  Freedom comes with responsibility.",['AmberHeard']
561,juliecornewell,ƙŋơῳ ɬɧყʂɛƖʄ #spirituality #pagan #popculture #enneagram4 4️⃣ #INFP #BPD #mentalhealth #booktwt #TheSims #LGBTally Sun ♎️ Rising ♈️ Moon ♓️,Indiana ,16570,21691,22690,1,"Me: I’mso sick of talking about #AmberHeard

Also me: The memes in this #NewJobsForAmberHeard hashtag though. 😂😂😂 https://t.co/BaCRlfrRBm","['AmberHeard', 'NewJobsForAmberHeard']"
562,OneEyedCat9,Believer in fairness and justice.,,10,0,142,0,"#AmberHeard statement #6. She said Depp's ""attorneys succeeded in getting the jury to overlook the key issue of Freedom of Speech.""  The problem with this is Amber always had free speech.  Free speech, however, does not exempt a person from facing the consequences of this speech.",['AmberHeard']
563,OneEyedCat9,Believer in fairness and justice.,,10,0,142,0,"#AmberHeard statment #5, ""it sets back the idea that violence against women is to be taken seriously.""  She didn't form this sentence properly, 1st. Second, I believe it's less likely the jury didn't take her seriously because she's a woman, &amp; more likely it was Amber's behavior.",['AmberHeard']
564,RooNelson1,UFO/UAP and Paranormal Investigator for U.P.R.I.S.I.N.G,east yorkshire,395,302,5998,115,"The reality of what #AmberHeard has done.

#DeppHeardTrial
#AmberHeardCommittedPerjury
#AmberTurd #AmberHeardlsApsychopath
#NewJobsForAmberHeard
#AmberHeardDeservesPrison https://t.co/7xUIxroihJ","['AmberHeard', 'DeppHeardTrial', 'AmberHeardCommittedPerjury', 'AmberTurd', 'AmberHeardlsApsychopath']"
565,amlzalal,accountant👩🏻‍🎓🇬🇧 /اللهم لك الحمد حتى ترضى 🇸🇦,"Manchester, united kingdom",404,222,14829,2,Very interesting..if Amber Is going to appeal like #ElaineBredehoft said ..she needs to post a bond for entire judgment plus atty fees ..maybe Elaine will cover her .#ACLU #AmberHeard #ElaineBredehoft ##JusticeForJohnnyDepp https://t.co/R5OCrRS694,['ElaineBredehoft']
566,OneEyedCat9,Believer in fairness and justice.,,10,0,142,0,"#AmberHeard statement, #4. She said ""[the case] is a setback [for other women].""  The problem with this is the case was about her, not other women.  Another problem: I would assume other women have no problem telling the truth &amp; presenting evidence. I don't agree with Amber Heard",['AmberHeard']
567,gandhirama,"kites, photography, geocaching, ham radio,  bicycles, airships,",I am lost,2407,1133,29560,372,"There is having an opinion, then there is just abuse. Why do people think they need to insult others to elevate themselves? Her words against Johnny Depp are disgusting and do nothing to further women’s rights. Do better, Kathy Griffin. #amberheard

https://t.co/XO3krzflRp",[]
568,hammer21097700,When your lost follow somebody who knows where there going,,266,26,143,1305,"Look you can say you don’t give a shit about the #JohnnyDepp and #AmberHeard trial but since it ended I’ve had two dv hotline calls TODAY, both male. That’s more than I’ve gotten in the last YEAR if not two. That’s why it’s important.","['JohnnyDepp', 'AmberHeard']"
569,RobJohnsonShred,🎸GUITARIST / Musician 🎛— Crypto Nerd🚀— Taco Addict / Foodie 🌮— Comedy Fan 😁👍🏻— Animal Lover 🐾🐶,🟢MY MUSIC ON SPOTIFY ⬇️ ,5538,6230,6825,2,SLEEP OVER AT AMBER HEARDS HOUSE 😂😂😂 #TMZ #AmberHeard #JohnnyDepp #News #Trending #TrendingNow #News #BREAKING #DeppHeardTrial #JohnnyDeppVsAmberHeardTrial #drama #viral #ViralVideo #MePoo #DeppvHeard #AmberTurds #AmberTurd #adventure #vacation #Romance https://t.co/N8wVNo8c0B,"['TMZ', 'AmberHeard', 'JohnnyDepp', 'News', 'Trending', 'TrendingNow', 'News', 'BREAKING']"
570,BaaghiTV,"A digital web news network of Pakistan prevailing truth, justice and accountability shunning corruption, injustice, crime and terrorism. #BaaghiTV   03030204604",Pakistan,10,55509,200479,0,"Amber Heard Set to Appeal the Defamation Case Verdict

https://t.co/xjAG1SXAvJ

#AmberHeard #JohnnyDepp #Defamation #Hollywood","['AmberHeard', 'JohnnyDepp', 'Defamation', 'Hollywood']"
571,cardseers,"Cartomancers 🎲 🕴 can tell secrets from ordinary playing cards, and we are them. https://t.co/zNSIbKQfdy","Somerset, United Kingdom",424,2448,144649,0,"#JohnnyDepp #AmberHeard Johnny Depp Mobbed by Fans, Drops $60k on Dinner Amid U.K. Victory Tour: The actor is receiving a warm welcome from his U.K. fans in the days following his court victory. https://t.co/O7Ty8bsUPj","['JohnnyDepp', 'AmberHeard']"
572,OneEyedCat9,Believer in fairness and justice.,,10,0,142,0,"#AmberHeard 's statement, #3. She said ""what this verdict means for other women.""  I think she's trying to wrap herself in the feminism / #metoo flag here but that's not really applicable (as others have said). It's more what this trial means for those who can't prove their side.","['AmberHeard', 'metoo']"
573,BillGardener1,Just made an account to participate in #justiceforjohnnydepp,,132,38,398,2,An open letter from an actual DV survivor to #AmberHeard #EveFartlow https://t.co/FX5KjNbWxV,"['AmberHeard', 'EveFartlow']"
574,DicksonOscar7,"Pool player, an eagle eyes on crypto",,547,374,866,12,"💔The afterglow of #JonnyDepp  and #AmberHeard  trial has not yet dissipated

⬆️Depp’s NFT #NeverFearTruth is still surging @JohnnyDeppNFT 

✊Who are you rooting for? Has #NFT succeeded in putting this famous trial in a collectible?
 
#JonnyDeppvsAmberHeard https://t.co/a9UVUnqqHX","['JonnyDepp', 'AmberHeard', 'NeverFearTruth']"
575,OneEyedCat9,Believer in fairness and justice.,,10,0,142,0,"#AmberHeard 's statement, #2, she said ""disproportionate power.""  It's possible that this had something to do with it.  However, I think her statements &amp; behaviors did more to undermine her case than power in terms of gender or social reaction.  I think her behaviors came 1st.",['AmberHeard']
576,Jessica_Haddow,,,11,0,5,4,How can you be this stupid! #JohnnyDeppAmberHeardTrial #AmberHeard #deppvsheardtrial #AmberTurd #Depp #AmberHeardIsALiar #AmberHeardIsAnAbuser #AmberHeardlsApsychopath #JusticeForJohhnyDepp #amberheardvsjohnnydepp https://t.co/zigwUYmJ32,"['JohnnyDeppAmberHeardTrial', 'AmberHeard', 'deppvsheardtrial', 'AmberTurd', 'Depp', 'AmberHeardIsALiar']"
577,OrdinaryGuyUK,"Ltd Co Director, #ForgottenLtd 
#Excluded #ExcludedUnity #ExcludedUK #IR35 #BBL 
Politically homeless, #aWOKEn & #GTTO

#DomesticAbuse #MenToo #AbuseHasNoGender",United Kingdom 🇬🇧,602,525,14712,0,@JodyCole70 @Savecod @NoMoreGreed @KEdge23 @danwootton Think thats the #AmberHeard filter somebody developed.,['AmberHeard']
578,OneEyedCat9,Believer in fairness and justice.,,10,0,142,0,"#AmberHeard 's statement is odd, and I'd like to address a few things.  She said ""The mountain of evidence still was not enough....""  The problem I think is she couldn't actually prove her side.  The court allowed her to present evidence.  She didn't present convincing evidence.",['AmberHeard']
579,Smarty000,I’m real and I hope some of my followers are tooo ... A human Being.,Always In the Air  (ہوا میں ) ,815,17,2399,0,#AmberHeard will told her kids that she almost caught #CaptainJackSparrow 🤣 even she tried her best to lied under oath .... #JohnnyDeppGotJustice #AmberHeardCommittedPerjury #AmberHeardIsALiar #JohnnyDeppIsInnocent #Aquaman2 #JohnnyDeppVsAmberHeard,"['AmberHeard', 'CaptainJackSparrow', 'JohnnyDeppGotJustice', 'AmberHeardCommittedPerjury', 'AmberHeardIsALiar', 'JohnnyDeppIsInnocent', 'Aquaman2', 'JohnnyDeppVsAmberHeard']"
580,LazeenahShanani,Retweets ≠ endorsements,"Dubai, United Arab Emirates",524,1446,13421,7,"The #JohnnyDepp case against #AmberHeard received wide publicity with some joking it maybe the 1st time a man won an argument against a woman. 
But Depp's lawyer was Camille Vasquez who won the trial for him. 

So finally it was a woman who won the argument fr him ✌️ #JustSaying","['JohnnyDepp', 'AmberHeard']"
581,look2theabyss,"Patriot, Christian, wife, Mom, Granny",,232,167,3158,115,"The reality of what #AmberHeard has done.

#DeppHeardTrial
#AmberHeardCommittedPerjury
#AmberTurd #AmberHeardlsApsychopath
#NewJobsForAmberHeard
#AmberHeardDeservesPrison https://t.co/7xUIxroihJ","['AmberHeard', 'DeppHeardTrial', 'AmberHeardCommittedPerjury', 'AmberTurd', 'AmberHeardlsApsychopath']"
582,Om39472295,"I AM someones daughter, wife and mother of 3
Born To Be Wild & as Wild I can be!
”An’ ye harm none, do what ye will”
 🦂⚜️✨🌜🌝🌛✨⚜️🦂
👉🏻#JusticeForJohnnyDepp",🇸🇪 Sweden,577,731,92550,1,@DrProudman I can only imagine your brain got scrambled conveniently the moment when #AmberHeard admitted on the stand to hitting #JohnnyDepp . She was saying so on audio recordings as well. The most preposterous libellous  words kept spewing out her mouth.,['AmberHeard']
583,ChiefCrochet,"#Husband, Dad to SAPD Officer and Musician/Actor, #RetiredPolice, #outdoors, #flyfisher, former #Texan. #PNW #Yankees #Hookem",United States,74,1617,9893,0,"Ummm, #amberheard isn’t a hero. She’s a liar. #metoo sucks ass.  https://t.co/2AgXEOfXEm","['amberheard', 'metoo']"
584,MashableIndia,"Mashable is your go-to source for tech, digital culture, and entertainment content.",,17,4219,21472,0,"#AmberHeard's sister Whitney says 'Cards were stacked against us' as she breaks silence on verdict
#whitneyheard #WhitneyHenriquez #JohnnyDepp

https://t.co/gkBw6PuzFM","['AmberHeard', 'whitneyheard', 'WhitneyHenriquez', 'JohnnyDepp']"
585,nurse_mena,Mom Foodie Fishing Nurse that loves to Cook,"Georgia, USA",82,49,222,0,"May God heal your #Heart one day so you will stop spreading negativity to the world. @Eve_Barlow Please stop abusing the world with your inability to heal your own 💜 
#AmberHeard
#EveBarlow
#JohnnyDepp https://t.co/HaAnQGzf5f","['Heart', 'AmberHeard', 'EveBarlow', 'JohnnyDepp']"
586,AnnaIz4Real,"Not following anyone I know, you know.  Not even the person I bumped into today in the fast food line.",,161,104,7684,0,"@AllwaysPuzzled Clearly @people magazine’s, Mr. Gutenplan, had never met #AmberHeard because if he had, he’d have realized what the jury realized. #AmberHeardlsApsychopath as well as #AmberHeardCommittedPerjury because #AmberHeardlsALiar Majority of us believe #JohnnyDeppGotJustice","['AmberHeard', 'AmberHeardlsApsychopath', 'AmberHeardCommittedPerjury', 'AmberHeardlsALiar', 'JohnnyDeppGotJustice']"
